flight_no,carrier,date,origin,dest,sched_dep,air_time_min,delay_min
SK599,SK,8/19/2026,LAX,IAH,08:30,208,10
AU270,AU,2026-08-17,phl,ATL,09:55,116,-4
SK131,SK,2026-08-21,ATL,BOS,10:55,154,1
BW188,BW,2026-08-19,SFO,JFK,08:20,357,11
PR763,PR,8/22/2026,SFO,SEA,10:10,119,4
BW343,BW,2026-08-21,ATL,den,05:10,179,-2
PR753,PR,2026-08-22,LAX,SEA,17:05,149,10
SK564,SK,2026-08-21,PHX,DFW,19:50,134,10
PR412,PR,2026-08-18,LAX,ATL,06:20,265,5
AU645,AU,8/23/2026,DEN ,SFO,07:10,151,-3
PR143,PR,2026-08-18,BOS,ORD,11:45,145,17
AU313,AU,2026-08-23,ATL,DFW,06:10,120,-4
PR727,PR,2026-08-21,SEA,SLC ,16:35,109,14
AU594,AU,8/18/2026,SLC,DFW,14:15,157,14
PR223,PR,2026-08-17,JFK,ATL,15:05,118,8
BW661,BW,8/20/2026,LAX,SFO,20:10,64,7
SK547,SK,2026-08-17,DFW,SEA,08:05,228,15
SK550,SK,2026-08-20,DFW,SEA,19:05,222,42
AU477,AU,2026-08-17,MSP,ORD,10:40,77,0
SK116,SK,2026-08-18,BOS,IAD,14:15,77,10
AU263,AU,2026-08-23,IAH,EWR,13:25,203,1
SK257,SK,2026-08-17,EWR,SFO,07:40,333,46
AU325,AU,8/23/2026,MIA,ATL,17:05,101,7
PR733,PR,8/22/2026, Lax,PHX,09:50,79,20
AU650,AU,2026-08-23,SFO,DEN,07:35,141,27
PR537,PR,2026-08-19,DTW,ORD,18:20,54,-5
SK718,SK,2026-08-19,SFO,lax,06:05,74,-2
BW540,BW,2026-08-19,PHX,DFW,19:35,140,9
PR767,PR,2026-08-21,SFO,SEA,21:25,108,2
AU597,AU,2026-08-17,IAH,DEN,13:05,133,26
SK523,SK,2026-08-19,DFW,DEN,21:25,94,12
SK227,SK,8/21/2026,JFK,ATL,21:40,124,16
SK533,SK,2026-08-18,DFW,LAX,13:10,182,-6
AU704,AU,2026-08-23,SFO,LAX,20:00,77,17
BW640,BW,2026-08-18,PHX,SEA,16:40,175,11
SK188,SK,8/17/2026,LAX,JFK,14:45,331,25
AU302,AU,2026-08-23,ORD,ATL,10:15,113,-3
PR310,PR,2026-08-17,DEN,IAD,13:40,213,-2
AU574,AU,2026-08-19, Sea,DFW,11:10,250,3
AU309,AU,2026-08-18,ATL,DFW,12:10,118,13
SK487,SK,2026-08-20,ORD,LAS,17:45,219,9
PR232,PR,2026-08-22,JFK,ORD,15:30,132,39
BW316,BW,8/18/2026,ATL,MIA,18:00,104,11
SK187,SK,2026-08-23,LAX,JFK,17:40,333,4
SK671,SK,2026-08-18,PHX,LAX,20:55,92,-3
PR200,PR,2026-08-18,JFK,SFO,10:55,351,-8
PR300,PR,2026-08-17,PHL,CLT,11:05,101,1
SK520,SK,2026-08-20,SLC,MSP,16:35,153,-7
AU721,AU,2026-08-22,SFO,SEA,05:25,107,-6
BW539,BW,2026-08-18,PHX,DFW,20:00,129,2
PR601,PR,2026-08-18,MSP,SLC,07:45,157,10
AU317,AU,2026-08-23,DFW,ATL,13:05,119,-7
AU391,AU,2026-08-18,CLT,ORD,21:50,105,-2
SK421,SK,2026-08-19,ORD,DEN,08:55,141,7
SK198,SK,2026-08-22,JFK,SFO,17:00,363,4
BW538,BW,2026-08-18,DFW,PHX,18:05,138,-6
AU674,AU,2026-08-21,PHX,LAX,21:15,74,-6
AU588,AU,2026-08-19,LAS ,DFW,21:55,170,12
SK595,SK,8/21/2026,IAH,LAX,14:20,198,-7
AU624,AU,2026-08-23,DEN,LAS,08:10,109,-7
AU501,AU,2026-08-20,ORD,LAS,08:25,213,34
AU405,AU,2026-08-19,MIA,DFW,05:00,168,41
PR372,PR,2026-08-17,mia,ATL,21:40,111,-5
AU718,AU,2026-08-18,SFO,SEA,16:35,122,-4
AU533,AU,2026-08-17,SEA,MSP,06:50,198,35
AU589,AU,8/21/2026,LAS,DFW,05:15,154,2
BW115,BW,2026-08-23,BOS,IAD,05:30,95,2
SK717,SK,2026-08-18,SFO,LAX,05:20,73,12
PR714,PR,2026-08-17,SFO,DEN ,13:20,155,10
BW305,BW,2026-08-20,ATL,DFW,18:45,134,11
PR481,PR,8/23/2026,LAX,MIA,18:50,316,14
PR204,PR,2026-08-22, Jfk,SFO,16:45,355,24
BW631,BW,8/19/2026,phx,LAX ,06:35,78,14
AU397,AU,8/20/2026,CLT,DFW,13:30,160,-6
PR472,PR,2026-08-17,MIA,LAX,18:15,319,41
PR776,PR,2026-08-20,SEA,SFO,11:00,117,6
BW290,BW,2026-08-22,IAD,DEN,09:55,208,-3
PR737,PR,2026-08-22,SEA,PHX,08:50,163,0
BW268,BW,8/19/2026,PHL,ORD,15:10,120,7
PR630,PR,2026-08-20,SEA,DFW,11:15,232,-8
AU694,AU,8/22/2026,LAX,SFO,08:05,69,13
BW363,BW,2026-08-19,LAX,ATL,16:35,270,5
AU338,AU,8/17/2026,ATL,DEN,07:30,173,56
AU573,AU,2026-08-17,SEA,DFW,09:00,230,8
BW162,BW,2026-08-23,JFK,LAX,20:55,340,6
PR176,PR,8/18/2026,BOS,SFO,06:35,364,
SK175,SK,8/21/2026,JFK, Lax,12:55,330,14
SK739,SK,2026-08-20,SFO,SEA,13:15,115,-5
PR552,PR,2026-08-23,DFW,ORD,15:15,123,5
BW266,BW,8/22/2026,PHL,ORD,17:45,121,8
BW584,BW,2026-08-20, Phx,DEN,18:35,113,1
PR686,PR,2026-08-23,phx,DEN,07:35,106,-2
BW428,BW,2026-08-17,SFO,ORD,17:50,250,
BW632,BW,2026-08-22,PHX,LAX,12:15,66,8
AU403,AU,2026-08-23,MIA,DFW,06:30,171,46
PR618,PR,8/18/2026,DFW,LAX,14:00,188,-5
BW402,BW,2026-08-17,ORD,DEN,15:30,135,1
AU599,AU,2026-08-21,IAH,DEN,17:55,146,1
AU420,AU,2026-08-19,ORD,DEN,05:15,149,23
SK538,SK,8/21/2026,DFW,LAX,05:25,181,4
BW307,BW,8/23/2026,ATL,DFW,20:30,122,-8
AU434,AU,2026-08-22,ORD,SEA,07:35,239,7
SK555,SK,2026-08-17,DFW,PHX,21:25,139,4
PR582,PR,2026-08-22,DTW,LAX,21:10,275,18
BW384,BW,2026-08-21,CLT,ORD,18:15,110,1
SK312,SK,2026-08-18,IAD,ATL,08:10,105,47
AU179,AU,2026-08-20,LAX,JFK,21:15,328,-7
PR728,PR,2026-08-20,PHX,LAX,11:25,74,5
AU709,AU,2026-08-20,LAX,SEA,19:25,152,-3
PR485,PR,2026-08-18,ORD,DEN,18:40,135,11
BW575,BW,2026-08-20,DEN,SLC,13:30,74,-8
AU299,AU,2026-08-17,ORD,ATL,10:15,113,9
SK239,SK,8/21/2026,ORD,JFK,16:20,131,129
SK455,SK,2026-08-18,ORD,LAX,20:15,241,-4
PR151,PR,2026-08-21,ORD,BOS,05:10,147,28
PR772,PR,8/23/2026,SEA,SFO,20:10,107,39
BW231,BW,8/23/2026,JFK,SEA,16:10,336,n/a
AU344,AU,2026-08-19,DEN,DEN,21:15,175,10
PR254,PR,2026-08-19,EWR,ORD,19:30,117,3
PR629,PR,2026-08-18,SEA,DFW,05:50,245,1
SK160,SK,8/17/2026,DEN,BOS,11:45,258,-1
AU373,AU,2026-08-17,ATL,IAH,06:50,114,16
SK412,SK,8/20/2026,DFW,MIA,19:00,175,5
SK155,SK,2026-08-23,MSP,BOS,13:40,168,11
BW211,BW,2026-08-22,JFK,ATL,12:55,133,144
PR257,PR,2026-08-17,ORD,EWR,18:25,118,18
AU209,AU,2026-08-18,ATL,JFK,11:40,126,12
PR639,PR,2026-08-19,DFW,LAS,10:10,158,221
SK621,SK,2026-08-21,PHX,den,19:40,105,6
BW379,BW,8/19/2026,PHX,ATL,05:35,227,12
PR626,PR,8/22/2026,LAX,DFW,17:45,180,14
AU223,AU,2026-08-18,ORD,JFK,11:15,117,-1
PR696,PR,2026-08-21,LAS,DEN,20:15,116,-6
SK458,SK,2026-08-17,LAX,ORD,18:30,234,11
SK641,SK,2026-08-19,DEN,LAX,15:40,138,-3
SK618,SK,2026-08-18,PHX,DEN,16:30,100,2
PR416,PR,2026-08-19,lax,ATL,08:55,270,-3
AU571,AU,2026-08-22,SEA,DFW,15:55,239,17
SK321,SK,2026-08-18,atl,ORD,11:55,98,-2
SK253,SK,2026-08-19,ORD,ewr,05:35,116,27
BW411,BW,2026-08-18,DEN,ORD,10:35,154,-1
BW547,BW,8/18/2026,LAS,DFW,11:25,163,11
SK268,SK,2026-08-23, Ewr,DEN,10:05,219,8
PR170,PR,2026-08-23,BOS,DFW,13:30,236,-8
AU705,AU,8/17/2026,SFO,LAX,05:05,76,5
SK224,SK,2026-08-21,MIA,JFK,11:20,174,30
SK123,SK,2026-08-17,BOS,ATL,15:00,146,
PR362,PR,2026-08-20,ATL ,MIA,12:10,111,49
AU371,AU,2026-08-19,ATL,IAH,12:15,116,1
BW300,BW,8/17/2026,ATL,ORD,09:05,103,3
SK481,SK,2026-08-18,ORD,DFW,11:50,122,46
AU377,AU,2026-08-18,IAH,ATL,18:15,118,3
AU653,AU,2026-08-17,DEN,SEA,05:25,159,-8
SK424,SK,2026-08-19,ORD,DEN,08:30,130,13
BW435,BW,2026-08-22,ORD, Lax,21:00,244,8
SK233,SK,2026-08-17,ATL,JFK,19:00,121,38
PR534,PR,2026-08-18,ORD,DTW ,15:55,54,-5
SK362,SK,2026-08-18,DEN,ATL,18:40,187,
AU565,AU,2026-08-17,DFW,SEA,08:15,240,9
AU508,AU,2026-08-20,ORD,SLC,18:00,186,242
PR278,PR,2026-08-21,EWR,IAH,21:25,204,13
PR329,PR,2026-08-19,ATL,ORD,08:10,107,1
SK305,SK,2026-08-23,DEN,IAD,13:35,220,-7
AU630,AU,8/17/2026,DEN,lax,09:20,144,10
PR747,PR,2026-08-18,SFO,LAX,14:30,74,
BW270,BW,2026-08-20,ORD,PHL ,16:45,114,6
BW425,BW,2026-08-22,ORD,SFO,14:05,265,10
SK337,SK,2026-08-20,DFW,ATL,18:30,113,-3
PR461,PR,2026-08-18,DFW,CLT,19:20,149,11
SK506,SK,2026-08-17,DTW,LAX,05:35,268,8
BW598,BW,8/20/2026,LAX,DEN,19:20,138,23
BW109,BW,2026-08-20,JFK,BOS,10:40,46,4
PR530,PR,8/21/2026,MSP,ORD,20:05,81,-2
SK682,SK,8/21/2026,PHX,SEA,05:25,167,-5
BW297,BW,2026-08-19,ATL,ORD,15:35,96,15
SK237,SK,2026-08-21,jfk,ORD,17:20,133,36
AU268,AU,2026-08-18,ORD,phl,21:00,113,-6
SK414,SK,2026-08-18,MIA,LAX,20:55,316,11
AU680,AU,2026-08-18,PHX,SEA,19:35,166,8
BW465,BW,8/18/2026,DTW,ORD,12:40,55,3
AU234,AU,8/18/2026,EWR,ORD,10:40,127,13
BW618,BW,2026-08-22,DEN,SEA,12:30,159,
SK396,SK,8/23/2026,PHX,ATL,21:50,241,14
BW570,BW,2026-08-21,LAX,IAH,16:45,209,-7
PR597,PR,2026-08-20,SEA,MSP,14:25,212,46
AU590,AU,2026-08-20,LAS,DFW,14:20,167,
AU143,AU,2026-08-23,ORD,BOS,07:30,140,-6
PR325,PR,2026-08-20,ATL,ORD,17:45,92,3
PR202,PR,8/17/2026,JFK,SFO,05:30,358,23
SK646,SK,2026-08-20,LAX, Den,19:30,143,14
PR711,PR,2026-08-19,DEN,SFO,06:40,145,11
SK522,SK,8/18/2026,SLC,MSP,08:50,155,2
SK529,SK,2026-08-19,DFW,DEN,20:20,111,15
AU460,AU,8/22/2026,LAX,ORD,05:55,250,-4
AU242,AU,2026-08-22,EWR,sfo,12:20,350,4
PR270,PR,8/17/2026,Newark Liberty International,DEN,21:35,238,-3
SK553,SK,2026-08-22,SEA ,DFW,16:25,238,-4
AU720,AU,2026-08-20,SFO,SEA,08:40,106,33
PR165,PR,2026-08-20,BOS,DEN ,08:40,242,20
SK324,SK,8/17/2026,ATL,ORD,13:25,99,31
SK234,SK,2026-08-21,JFK,ORD,19:40,114,9
AU472,AU,2026-08-19,MSP ,ORD,08:25,72,-7
AU415,AU,2026-08-18,LAX,MIA,17:50,328,3
BW514,BW,2026-08-17,DFW,den,14:05,101,-1
PR420,PR,8/20/2026,ATL,SEA,20:05,307,0
PR120,PR,2026-08-22,IAD, Bos,20:00,87,-4
PR406,PR,2026-08-20,ATL,LAX,05:35,267,-8
AU658,AU,2026-08-23,SEA,DEN,18:10,148,-4
BW626,BW,2026-08-22,SEA,slc,12:40,114,-7
PR283,PR,8/18/2026, Iah,EWR,21:30,214,42
SK654,SK,2026-08-18,DEN,SFO,14:30,150,-6
PR380,PR,8/18/2026,ATL,CLT,16:00,59,-8
PR610,PR,2026-08-22,den,DFW,20:50,104,-7
AU522,AU,8/22/2026,MSP,DEN,16:55,113,8
AU130,AU,2026-08-22,ATL,BOS,17:55,147,8
SK721,SK,2026-08-17,SFO,LAX,06:30,63,-2
SK605,SK,2026-08-18,DEN,SLC,18:20,71,13
AU215,AU,2026-08-20,ATL, Jfk,19:55,127,9
BW131,BW,8/19/2026,BOS,ORD,09:35,132,24
PR181,PR,8/19/2026,JFK,LAX,15:00,334,6
SK644,SK,2026-08-17,LAX,DEN,12:05,133,56
SK483,SK,8/18/2026,ORD,DFW,07:20,132,8
PR288,PR,2026-08-22,ORD,PHL,19:30,104,7
PR281,PR,2026-08-18,IAH,EWR,09:05,202,14
BW330,BW,8/23/2026,MIA,ATL,08:00,100,-4
AU465,AU,2026-08-22,ORD,MSP,15:25,71,12
PR562,PR,2026-08-18,ORD,LAS,19:25,216,16
BW252,BW,8/17/2026,DEN,ewr,08:20,225,2
AU672,AU,2026-08-17,PHX,LAX,20:30,80,14
PR445,PR,2026-08-20,PHX,ATL,07:35,229,14
PR128,PR,2026-08-20,BOS,ATL,13:25,139,55
AU549,AU,2026-08-18, Den,DFW,14:10,106,-2
PR641,PR,2026-08-23,DFW,LAS,08:50,165,7
AU580,AU,2026-08-20, Dfw,PHX,15:40,129,14
BW432,BW,2026-08-18,ORD,LAX,20:40,250,11
PR663,PR,2026-08-20,DEN,IAH,10:35,135,56
AU598,AU,8/19/2026,IAH,DEN,12:00,139,47
PR348,PR,2026-08-21,DFW,ATL,21:50,116,0
BW126,BW,2026-08-20,ATL,BOS,19:30,155,-5
AU297,AU,2026-08-23,ATL,ORD,12:05,98,5
PR331,PR,2026-08-22,ORD,ATL,20:20,108,15
PR311,PR,2026-08-22,DEN,IAD,11:40,211,-6
BW274,BW,2026-08-19,PHL,ATL,17:10,118,7
SK562,SK,2026-08-21, Dfw,PHX,16:55,137,12
SK465,SK,2026-08-20,ORD,MSP,19:20,74,24
SK628,SK,2026-08-20,LAS,DEN,15:45,110,5
BW694,BW,2026-08-23,SEA,SFO,21:55,115,17
SK502,SK,8/18/2026,MSP,DTW,13:50,98,-1
BW132,BW,2026-08-20,BOS,ORD,18:15,142,-2
BW347,BW,8/21/2026,ATL,DEN,20:55,173,5
SK299,SK,8/22/2026,PHL,clt,07:45,89,50
PR770,PR,8/19/2026,SEA,SFO,16:10,116,3
SK729,SK,2026-08-23,LAX,sea,05:55,141,72
PR477,PR,8/20/2026,LAX,MIA,17:15,319,59
SK370,SK,2026-08-18,LAX,ATL,15:35,275,1
PR111,PR,2026-08-20,JFK,BOS,18:15,52,9
AU240,AU,2026-08-20,ORD,EWR,13:10,124,5
SK347,SK,8/19/2026,MIA,ATL,10:40,114,0
PR166,PR,2026-08-23,BOS,DEN,07:40,260,5
BW468,BW,2026-08-19,ORD,DFW,15:40,125,1
PR619,PR,8/22/2026,DFW,LAX,16:00,188,68
BW233,BW,2026-08-22,SEA,JFK,06:05,334,-7
BW152,BW,2026-08-20,DFW,BOS,09:30,214,2
BW199,BW,2026-08-17,MIA,JFK,06:50,166,12
SK213,SK,2026-08-18, Jfk,MIA,21:40,172,13
SK318,SK,2026-08-22,ATL,IAD,16:55,99,-5
BW439,BW,2026-08-21,ORD,LAX,07:30,249,1
