station_name,snapshot_time,bikes_available,docks_available,capacity
E 7 St & Avenue A,2026-08-19T12:59:00,2,33,35
West St & Chambers St,2026-08-19T12:59:00,44,1,45
South End Ave & Liberty St,2026-08-19T12:59:00,33,2,35
Vesey Pl & River Terrace,2026-08-19T12:59:00,40,0,
Cleveland Pl & Spring St,2026-08-19T12:59:00,35,0,35
Broadway & Battery Pl,2026-08-19T12:59:00,38,2,40
1 Ave & E 68 St,2026-08-19T12:59:00,0,40,40
E 72 St & York Ave,2026-08-19T12:59:00,0,35,35
Lexington Ave & E 63 St,2026-08-19T12:59:00,3,32,35
E 75 St & 3 Ave,2026-08-19T12:59:00,1,29,30
W 41 St & 8 Ave,2026-08-19T13:59:00,55,0,55
Pershing  Square North,2026-08-19T13:59:00,58,2,60
E 47 St & Park Ave,2026-08-19T13:59:00,38,2,40
Broadway & W 41 St,2026-08-19T13:59:00,43,2,
W 33 St & 7 Ave,2026-08-19T13:59:00,49,1,50
6 Ave & W 33 St,2026-08-19T13:59:00,35,0,35
e 43 st & vanderbilt ave,2026-08-19T13:59:00,39,1,
W 45 St & 6 Ave,2026-08-19T13:59:00,34,1,35
W 21 St & 6 Ave,2026-08-19T13:59:00,11,34,45
8 Ave & W 31 St,2026-08-19T13:59:00,29,21,50
W 20 St & 11 Ave,2026-08-19T13:59:00,8,22,30
W 26 St & 8 Ave,2026-08-19T13:59:00,0,35,
W 17 St & 8 Ave,2026-08-19T13:59:00,25,15,40
9 Ave & W 22 St,2026-08-19T13:59:00,21,9,30
broadway & e 14 st,2026-08-19T13:59:00,0,50,50
Lafayette St & E 8 St,2026-08-19T13:59:00,0,45,
E 17 St & Broadway,2026-08-19T13:59:00,0,40,40
University Pl & E 14 St,2026-08-19T13:59:00,0,35,35
Carmine St & 6 Ave,2026-08-19T13:59:00,0,30,30
Christopher St & Greenwich St,2026-08-19T13:59:00,1,29,30
E 7 St & Avenue A,2026-08-19T13:59:00,3,32,35
West St & Chambers St,2026-08-19T13:59:00,45,0,45
South End Ave & Liberty St,2026-08-19T13:59:00,33,2,35
Vesey Pl & River Terrace,2026-08-19T13:59:00,40,0,40
Cleveland Pl & Spring St,2026-08-19T13:59:00,35,0,35
Broadway & Battery Pl,2026-08-19T13:59:00,38,2,40
1 Ave & E 68 St,2026-08-19T13:59:00,1,39,40
E 72 St & York Ave,2026-08-19T13:59:00,0,35,35
Lexington Ave & E 63 St,2026-08-19T13:59:00,4,31,35
E 75 St & 3 Ave,2026-08-19T13:59:00,2,28,30
W 41 St & 8 Ave ,2026-08-19T14:59:00,54,1,55
Pershing Square North,2026-08-19T14:59:00,59,1,60
E 47 St & Park Ave,2026-08-19T14:59:00,38,2,40
Broadway & W 41 St,2026-08-19T14:59:00,43,2,45
W 33 St & 7 Ave,2026-08-19T14:59:00,50,0,50
6 Ave & W 33 St,2026-08-19T14:59:00,35,0,35
E 43 St & Vanderbilt Ave,2026-08-19T14:59:00,38,2,40
W 45 St & 6 Ave ,2026-08-19T14:59:00,33,2,35
W 21 St & 6 Ave,2026-08-19T14:59:00,11,34,45
8 Ave & W 31 St,2026-08-19T14:59:00,30,20,50
W 20 St & 11 Ave,2026-08-19T14:59:00,9,21,30
W 26 St & 8 Ave,2026-08-19T14:59:00,0,35,
W 17 St & 8 Ave,2026-08-19T14:59:00,24,16,40
9 Ave & W 22 St,2026-08-19T14:59:00,20,10,30
Broadway & E 14 St,2026-08-19T14:59:00,0,50,50
Lafayette  St & E 8 St,2026-08-19T14:59:00,0,45,45
E 17 St & Broadway,2026-08-19T14:59:00,0,40,40
university pl & e 14 st,2026-08-19T14:59:00,0,35,
Carmine St & 6 Ave,2026-08-19T14:59:00,0,30,30
Christopher St & Greenwich St,2026-08-19T14:59:00,0,30,30
E 7 St & Avenue A,2026-08-19T14:59:00,2,33,35
West  St & Chambers St,2026-08-19T14:59:00,45,0,45
South End Ave & Liberty St,2026-08-19T14:59:00,34,1,35
Vesey Pl & River Terrace,2026-08-19T14:59:00,40,0,40
Cleveland Pl & Spring St,2026-08-19T14:59:00,34,1,35
broadway & battery pl,2026-08-19T14:59:00,38,2,40
1 Ave and E 68 St,2026-08-19T14:59:00,1,39,40
E 72 St & York Ave,2026-08-19T14:59:00,0,35,35
Lexington Ave & E 63 St,2026-08-19T14:59:00,4,31,35
E 75 St & 3 Ave,2026-08-19T14:59:00,0,30,30
W 41 St & 8 Ave,2026-08-19T15:59:00,53,2,
Pershing Square North,2026-08-19T15:59:00,60,0,60
E 47 St & Park Ave,2026-08-19T15:59:00,38,2,40
Broadway & W 41 St,2026-08-19T15:59:00,43,2,45
W 33 St & 7 Ave,2026-08-19T15:59:00,49,1,50
6 Ave & W 33 St,2026-08-19T15:59:00,35,0,35
E 43 St & Vanderbilt Ave,2026-08-19T15:59:00,38,2,40
W 45 St & 6 Ave,2026-08-19T15:59:00,33,2,35
W 21 St & 6 Ave,2026-08-19T15:59:00,12,33,45
8 Ave & W 31 St,2026-08-19T15:59:00,30,20,50
W 20 St & 11 Ave,2026-08-19T15:59:00,9,21,30
W 26 St & 8 Ave,2026-08-19T15:59:00,0,35,35
W 17 St & 8 Ave,2026-08-19T15:59:00,24,16,40
9 Ave & W 22 St,2026-08-19T15:59:00,21,9,30
Broadway & E 14 St,2026-08-19T15:59:00,0,50,50
lafayette st & e 8 st,2026-08-19T15:59:00,1,44,45
E 17 St & Broadway,2026-08-19T15:59:00,0,40,
University Pl & E 14 St,2026-08-19T15:59:00,0,35,35
Carmine St & 6 Ave ,2026-08-19T15:59:00,0,30,30
Christopher St & Greenwich St,2026-08-19T15:59:00,0,30,30
E 7 St & Avenue A,2026-08-19T15:59:00,3,32,35
West St & Chambers St,2026-08-19T15:59:00,44,1,45
South End Ave & Liberty St,2026-08-19T15:59:00,33,2,35
Vesey Pl & River Terrace,2026-08-19T15:59:00,40,0,40
Cleveland Pl & Spring St,2026-08-19T15:59:00,34,1,35
Broadway & Battery Pl,2026-08-19T15:59:00,39,1,40
1 Ave & E 68 St,2026-08-19T15:59:00,1,39,40
E 72 St & York Ave,2026-08-19T15:59:00,1,34,35
Lexington Ave & E 63 St,2026-08-19T15:59:00,4,31,35
E 75 St & 3 Ave,2026-08-19T15:59:00,1,29,30
W 41 St & 8 Ave,2026-08-19T16:59:00,44,11,55
Pershing Square North,2026-08-19T16:59:00,48,12,60
E 47 St & Park Ave,2026-08-19T16:59:00,30,10,40
Broadway & W 41 St,2026-08-19T16:59:00,35,10,45
W 33 St & 7 Ave,2026-08-19T16:59:00,42,8,50
6 Ave & W 33 St,2026-08-19T16:59:00,28,7,
E 43 St & Vanderbilt Ave,2026-08-19T16:59:00,31,9,40
W 45 St & 6 Ave,2026-08-19T16:59:00,28,7,
W 21 St & 6 Ave,2026-08-19T16:59:00,15,30,45
8 Ave & W 31 St,2026-08-19T16:59:00,31,19,50
W 20 St & 11 Ave,2026-08-19T16:59:00,11,19,
W 26 St & 8 Ave,2026-08-19T16:59:00,4,31,35
W 17 St & 8 Ave,2026-08-19T16:59:00,24,16,40
9 Ave & W 22 St,2026-08-19T16:59:00,21,9,30
Broadway & E 14 St,2026-08-19T16:59:00,11,39,
Lafayette St & E 8 St,2026-08-19T16:59:00,8,37,45
E 17 St & Broadway,2026-08-19T16:59:00,7,33,40
University Pl & E 14 St,2026-08-19T16:59:00,10,25,35
Carmine St & 6 Ave,2026-08-19T16:59:00,6,24,30
Christopher St & Greenwich St,2026-08-19T16:59:00,6,24,30
E 7 St & Avenue A,2026-08-19T16:59:00,9,26,35
West St & Chambers St,2026-08-19T16:59:00,38,7,45
South End Ave & Liberty St,2026-08-19T16:59:00,32,3,35
Vesey Pl & River Terrace,2026-08-19T16:59:00,36,4,40
Cleveland Pl & Spring St,2026-08-19T16:59:00,27,8,
Broadway & Battery Pl,2026-08-19T16:59:00,36,4,40
1 Ave & E 68 St,2026-08-19T16:59:00,7,33,40
E 72 St & York Ave,2026-08-19T16:59:00,4,31,35
Lexington Ave & E 63 St,2026-08-19T16:59:00,10,25,35
E 75 St & 3 Ave,2026-08-19T16:59:00,3,27,30
W 41 St & 8 Ave,2026-08-19T17:59:00,29,26,55
Pershing Square North,2026-08-19T17:59:00,32,28,60
E 47 St & Park Ave,2026-08-19T17:59:00,20,20,40
Broadway & W 41 St,2026-08-19T17:59:00,22,23,45
W 33 St & 7 Ave,2026-08-19T17:59:00,30,20,
6 Ave & W 33 St,2026-08-19T17:59:00,18,17,
E 43 St & Vanderbilt Ave,2026-08-19T17:59:00,23,17,40
w 45 st & 6 ave,2026-08-19T17:59:00,19,16,35
W 21 St & 6 Ave,2026-08-19T17:59:00,19,26,45
8 Ave & W 31 St,2026-08-19T17:59:00,31,19,50
W 20 St & 11 Ave,2026-08-19T17:59:00,14,16,30
W 26 St & 8 Ave,2026-08-19T17:59:00,9,26,35
W 17 St & 8 Ave,2026-08-19T17:59:00,24,16,
9 Ave & W 22 St,2026-08-19T17:59:00,20,10,30
Broadway & E 14 St,2026-08-19T17:59:00,27,23,50
Lafayette St & E 8 St,2026-08-19T17:59:00,21,24,45
E 17 St & Broadway,2026-08-19T17:59:00,17,23,40
university pl & e 14 st,2026-08-19T17:59:00,23,12,35
Carmine St & 6 Ave,2026-08-19T17:59:00,16,14,30
Christopher St & Greenwich St,2026-08-19T17:59:00,15,15,30
E 7 St and Avenue A,2026-08-19T17:59:00,19,16,
West St & Chambers St,2026-08-19T17:59:00,30,15,45
South End Ave & Liberty St,2026-08-19T17:59:00,29,6,35
Vesey Pl & River Terrace,2026-08-19T17:59:00,31,9,40
Cleveland Pl & Spring St,2026-08-19T17:59:00,16,19,
Broadway & Battery Pl,2026-08-19T17:59:00,33,7,40
1 Ave & E 68 St,2026-08-19T17:59:00,15,25,40
e 72 st & york ave,2026-08-19T17:59:00,11,24,35
Lexington Ave & E 63 St,2026-08-19T17:59:00,19,16,
E 75 St & 3 Ave,2026-08-19T17:59:00,8,22,30
W 41 St & 8 Ave,2026-08-19T18:59:00,14,41,55
Pershing Square North,2026-08-19T18:59:00,17,43,60
E 47 St & Park Ave,2026-08-19T18:59:00,11,29,40
Broadway & W 41 St,2026-08-19T18:59:00,9,36,45
W 33 St & 7 Ave ,2026-08-19T18:59:00,19,31,50
6 Ave and W 33 St,2026-08-19T18:59:00,8,27,35
E 43 St & Vanderbilt Ave,2026-08-19T18:59:00,14,26,40
W 45 St & 6 Ave,2026-08-19T18:59:00,12,23,35
W 21 St & 6 Ave,2026-08-19T18:59:00,22,23,45
8 Ave & W 31 St,2026-08-19T18:59:00,33,17,50
W 20 St & 11 Ave,2026-08-19T18:59:00,16,14,
W 26 St & 8 Ave,2026-08-19T18:59:00,14,21,35
W 17 St & 8 Ave,2026-08-19T18:59:00,24,16,
9 Ave & W 22 St,2026-08-19T18:59:00,21,9,30
Broadway & E 14 St ,2026-08-19T18:59:00,42,8,50
Lafayette St & E 8 St,2026-08-19T18:59:00,34,11,45
E 17 St & Broadway,2026-08-19T18:59:00,28,12,40
University Pl & E 14 St,2026-08-19T18:59:00,35,0,35
Carmine St & 6 Ave,2026-08-19T18:59:00,25,5,30
Christopher St & Greenwich St,2026-08-19T18:59:00,24,6,30
E 7 St & Avenue A ,2026-08-19T18:59:00,29,6,35
West St & Chambers St,2026-08-19T18:59:00,22,23,
South End Ave & Liberty St,2026-08-19T18:59:00,26,9,35
Vesey Pl & River Terrace,2026-08-19T18:59:00,24,16,40
Cleveland Pl & Spring St,2026-08-19T18:59:00,5,30,35
Broadway & Battery Pl,2026-08-19T18:59:00,30,10,40
1 Ave & E 68 St,2026-08-19T18:59:00,21,19,
E 72 St & York Ave,2026-08-19T18:59:00,18,17,35
Lexington Ave & E 63 St,2026-08-19T18:59:00,29,6,35
e 75 st & 3 ave,2026-08-19T18:59:00,13,17,30
W 41 St & 8 Ave,2026-08-19T19:59:00,5,50,55
Pershing Square North,2026-08-19T19:59:00,7,53,60
E 47 St & Park Ave,2026-08-19T19:59:00,4,36,40
Broadway & W 41 St,2026-08-19T19:59:00,2,43,45
W 33 St & 7 Ave,2026-08-19T19:59:00,12,38,50
6 Ave & W 33 St,2026-08-19T19:59:00,2,33,35
E 43 St & Vanderbilt Ave,2026-08-19T19:59:00,7,33,40
W 45 St & 6 Ave,2026-08-19T19:59:00,6,29,35
W 21 St & 6 Ave,2026-08-19T19:59:00,24,21,45
8 Ave & W 31 St,2026-08-19T19:59:00,33,17,50
W 20 St & 11 Ave,2026-08-19T19:59:00,17,13,
W 26 St & 8 Ave,2026-08-19T19:59:00,19,16,35
W 17 St & 8 Ave,2026-08-19T19:59:00,25,15,40
9 Ave & W 22 St,2026-08-19T19:59:00,22,8,30
Broadway & E 14 St,2026-08-19T19:59:00,50,0,50
Lafayette St & E 8 St,2026-08-19T19:59:00,43,2,45
E 17 St & Broadway,2026-08-19T19:59:00,36,4,40
university pl & e 14 st,2026-08-19T19:59:00,35,0,
Carmine St & 6 Ave,2026-08-19T19:59:00,30,0,30
christopher st & greenwich st,2026-08-19T19:59:00,30,0,30
E 7 St & Avenue A,2026-08-19T19:59:00,35,0,35
West St & Chambers St,2026-08-19T19:59:00,16,29,45
South End Ave & Liberty St ,2026-08-19T19:59:00,23,12,35
Vesey Pl & River Terrace,2026-08-19T19:59:00,20,20,40
Cleveland Pl & Spring St,2026-08-19T19:59:00,0,35,35
Broadway & Battery Pl,2026-08-19T19:59:00,28,12,40
1 Ave & E 68 St,2026-08-19T19:59:00,27,13,40
E 72 St & York Ave,2026-08-19T19:59:00,22,13,35
Lexington Ave & E 63 St,2026-08-19T19:59:00,35,0,
E 75 St & 3 Ave,2026-08-19T19:59:00,16,14,30
W 41 St & 8 Ave,2026-08-19T20:59:00,6,49,55
Pershing Square North,2026-08-19T20:59:00,7,53,60
E 47 St & Park Ave,2026-08-19T20:59:00,4,36,40
Broadway & W 41 St,2026-08-19T20:59:00,4,41,45
W 33 St & 7 Ave,2026-08-19T20:59:00,13,37,50
6 Ave & W 33 St,2026-08-19T20:59:00,3,32,35
E 43 St & Vanderbilt Ave,2026-08-19T20:59:00,6,34,40
W 45 St & 6 Ave,2026-08-19T20:59:00,7,28,35
W 21 St & 6 Ave,2026-08-19T20:59:00,25,20,45
8 Ave & W 31 St,2026-08-19T20:59:00,33,17,50
W 20 St & 11 Ave,2026-08-19T20:59:00,16,14,
W 26 St & 8 Ave,2026-08-19T20:59:00,18,17,35
W 17 St & 8 Ave,2026-08-19T20:59:00,24,16,40
9 Ave & W 22 St,2026-08-19T20:59:00,21,9,30
Broadway & E 14 St,2026-08-19T20:59:00,50,0,
Lafayette St & E 8 St,2026-08-19T20:59:00,43,2,
E 17 St & Broadway,2026-08-19T20:59:00,36,4,40
University Pl & E 14 St,2026-08-19T20:59:00,35,0,35
Carmine St & 6 Ave,2026-08-19T20:59:00,30,0,30
christopher st & greenwich st,2026-08-19T20:59:00,29,1,30
E 7 St & Avenue A,2026-08-19T20:59:00,35,0,35
West St & Chambers St,2026-08-19T20:59:00,14,31,45
South End Ave & Liberty St,2026-08-19T20:59:00,23,12,35
Vesey Pl & River Terrace,2026-08-19T20:59:00,21,19,40
Cleveland Pl & Spring St,2026-08-19T20:59:00,1,34,35
Broadway & Battery Pl,2026-08-19T20:59:00,29,11,40
1 ave & e 68 st,2026-08-19T20:59:00,27,13,
E 72 St & York Ave,2026-08-19T20:59:00,21,14,35
Lexington Ave & E 63 St,2026-08-19T20:59:00,35,0,35
E 75 St & 3 Ave,2026-08-19T20:59:00,15,15,30
W 41 St & 8 Ave,2026-08-19T21:59:00,6,49,
pershing square north,2026-08-19T21:59:00,7,53,
E 47 St & Park Ave,2026-08-19T21:59:00,4,36,40
Broadway & W 41 St,2026-08-19T21:59:00,4,41,45
W 33 St & 7 Ave,2026-08-19T21:59:00,12,38,50
6 Ave & W 33 St,2026-08-19T21:59:00,3,32,35
E 43 St & Vanderbilt Ave,2026-08-19T21:59:00,6,34,40
W 45 St & 6 Ave,2026-08-19T21:59:00,8,27,35
W 21 St & 6 Ave,2026-08-19T21:59:00,25,20,45
8 Ave & W 31 St,2026-08-19T21:59:00,33,17,50
W  20 St & 11 Ave,2026-08-19T21:59:00,16,14,30
W 26 St & 8 Ave ,2026-08-19T21:59:00,19,16,35
W 17 St & 8 Ave,2026-08-19T21:59:00,23,17,40
9 Ave & W 22 St,2026-08-19T21:59:00,22,8,30
Broadway & E 14 St,2026-08-19T21:59:00,49,1,50
Lafayette St & E 8 St,2026-08-19T21:59:00,43,2,45
E 17 St & Broadway,2026-08-19T21:59:00,36,4,
University Pl & E 14 St,2026-08-19T21:59:00,35,0,35
Carmine St & 6 Ave,2026-08-19T21:59:00,30,0,30
Christopher St & Greenwich St,2026-08-19T21:59:00,28,2,30
E 7 St & Avenue A,2026-08-19T21:59:00,35,0,35
West St & Chambers St,2026-08-19T21:59:00,14,31,45
South End Ave & Liberty St,2026-08-19T21:59:00,23,12,35
vesey pl & river terrace,2026-08-19T21:59:00,21,19,40
Cleveland Pl & Spring St,2026-08-19T21:59:00,1,34,35
Broadway & Battery Pl,2026-08-19T21:59:00,29,11,40
1 Ave & E 68 St,2026-08-19T21:59:00,26,14,40
E 72 St & York Ave ,2026-08-19T21:59:00,23,12,35
Lexington Ave & E 63 St,2026-08-19T21:59:00,35,0,35
E  75 St & 3 Ave,2026-08-19T21:59:00,16,14,30
W 41 St & 8 Ave,2026-08-19T22:59:00,6,49,55
Pershing Square North,2026-08-19T22:59:00,8,52,60
E 47 St & Park Ave,2026-08-19T22:59:00,4,36,40
Broadway and W 41 St,2026-08-19T22:59:00,3,42,45
W 33 St & 7 Ave,2026-08-19T22:59:00,12,38,50
6 ave & w 33 st,2026-08-19T22:59:00,4,31,
E 43 St & Vanderbilt Ave ,2026-08-19T22:59:00,7,33,40
W 45 St & 6 Ave,2026-08-19T22:59:00,9,26,35
W 21 St & 6 Ave,2026-08-19T22:59:00,25,20,45
8 Ave & W 31 St,2026-08-19T22:59:00,33,17,50
W  20 St & 11 Ave,2026-08-19T22:59:00,17,13,30
W 26 St & 8 Ave,2026-08-19T22:59:00,19,16,35
W 17 St & 8 Ave,2026-08-19T22:59:00,22,18,40
9 Ave & W 22 St,2026-08-19T22:59:00,21,9,
broadway & e 14 st,2026-08-19T22:59:00,49,1,50
Lafayette St & E 8 St,2026-08-19T22:59:00,43,2,45
E 17 St & Broadway,2026-08-19T22:59:00,35,5,40
University Pl & E 14 St,2026-08-19T22:59:00,35,0,
Carmine St & 6 Ave,2026-08-19T22:59:00,29,1,30
christopher st & greenwich st,2026-08-19T22:59:00,29,1,
E 7 St & Avenue A,2026-08-19T22:59:00,35,0,35
West St & Chambers St ,2026-08-19T22:59:00,15,30,45
South End Ave & Liberty St,2026-08-19T22:59:00,22,13,35
Vesey Pl & River Terrace,2026-08-19T22:59:00,19,21,40
Cleveland Pl & Spring St,2026-08-19T22:59:00,1,34,35
Broadway & Battery Pl,2026-08-19T22:59:00,29,11,40
1 Ave & E 68 St,2026-08-19T22:59:00,28,12,40
E 72 St & York Ave,2026-08-19T22:59:00,23,12,35
Lexington Ave & E 63 St,2026-08-19T22:59:00,33,2,
E 75 St & 3 Ave,2026-08-19T22:59:00,17,13,30
W 41 St & 8 Ave,2026-08-19T23:59:00,6,49,55
Pershing Square North,2026-08-19T23:59:00,7,53,60
E 47 St & Park Ave,2026-08-19T23:59:00,4,36,40
broadway & w 41 st,2026-08-19T23:59:00,2,43,45
W 33 St & 7 Ave,2026-08-19T23:59:00,11,39,50
6 Ave & W 33 St,2026-08-19T23:59:00,3,32,35
E 43 St & Vanderbilt Ave,2026-08-19T23:59:00,7,33,40
W 45 St & 6 Ave,2026-08-19T23:59:00,9,26,35
W 21 St & 6 Ave,2026-08-19T23:59:00,25,20,
8 Ave & W 31 St,2026-08-19T23:59:00,33,17,50
W 20 St & 11 Ave,2026-08-19T23:59:00,17,13,30
W 26 St & 8 Ave,2026-08-19T23:59:00,19,16,35
W 17 St & 8 Ave,2026-08-19T23:59:00,22,18,40
9 ave & w 22 st,2026-08-19T23:59:00,21,9,30
Broadway & E 14 St,2026-08-19T23:59:00,48,2,50
Lafayette St & E 8 St,2026-08-19T23:59:00,43,2,45
E 17 St & Broadway,2026-08-19T23:59:00,35,5,40
University Pl & E 14 St,2026-08-19T23:59:00,35,0,35
Carmine St & 6 Ave,2026-08-19T23:59:00,30,0,30
Christopher St & Greenwich St,2026-08-19T23:59:00,28,2,30
E 7 St & Avenue A,2026-08-19T23:59:00,35,0,35
West St & Chambers St,2026-08-19T23:59:00,15,30,45
South End Ave & Liberty St,2026-08-19T23:59:00,22,13,35
Vesey Pl & River Terrace,2026-08-19T23:59:00,19,21,40
Cleveland Pl & Spring St,2026-08-19T23:59:00,0,35,
Broadway & Battery Pl,2026-08-19T23:59:00,30,10,40
1 Ave & E 68 St,2026-08-19T23:59:00,29,11,40
E 72 St & York Ave,2026-08-19T23:59:00,23,12,35
Lexington Ave & E 63 St,2026-08-19T23:59:00,33,2,35
E 75 St & 3 Ave,2026-08-19T23:59:00,15,15,30
W 41 St & 8 Ave,2026-08-20T00:59:00,7,48,
Pershing Square North,2026-08-20T00:59:00,7,53,60
E 47 St & Park Ave,2026-08-20T00:59:00,5,35,40
Broadway & W 41 St,2026-08-20T00:59:00,2,43,45
W 33 St & 7 Ave,2026-08-20T00:59:00,10,40,50
6 Ave & W 33 St ,2026-08-20T00:59:00,4,31,35
E 43 St & Vanderbilt Ave ,2026-08-20T00:59:00,8,32,40
W 45 St & 6 Ave,2026-08-20T00:59:00,10,25,35
W 21 St & 6 Ave,2026-08-20T00:59:00,25,20,45
8 Ave & W 31 St,2026-08-20T00:59:00,33,17,
W 20 St & 11 Ave,2026-08-20T00:59:00,17,13,30
W 26 St & 8 Ave,2026-08-20T00:59:00,19,16,35
W 17 St & 8 Ave,2026-08-20T00:59:00,23,17,40
9 Ave & W 22 St,2026-08-20T00:59:00,20,10,30
Broadway & E 14 St,2026-08-20T00:59:00,48,2,50
Lafayette St & E 8 St,2026-08-20T00:59:00,44,1,45
E 17 St & Broadway,2026-08-20T00:59:00,35,5,40
University Pl & E 14 St,2026-08-20T00:59:00,35,0,35
Carmine St & 6 Ave,2026-08-20T00:59:00,30,0,30
christopher st & greenwich st,2026-08-20T00:59:00,28,2,30
E 7 St & Avenue A,2026-08-20T00:59:00,34,1,35
West St & Chambers St,2026-08-20T00:59:00,15,30,45
south end ave & liberty st,2026-08-20T00:59:00,23,12,35
Vesey Pl & River Terrace ,2026-08-20T00:59:00,22,18,40
Cleveland Pl & Spring St,2026-08-20T00:59:00,0,35,35
Broadway & Battery Pl,2026-08-20T00:59:00,30,10,40
1 Ave & E 68 St,2026-08-20T00:59:00,28,12,40
E 72 St & York Ave,2026-08-20T00:59:00,23,12,35
Lexington Ave & E 63 St,2026-08-20T00:59:00,33,2,
E 75 St & 3 Ave,2026-08-20T00:59:00,16,14,30
W 41 St & 8 Ave,2026-08-20T01:59:00,8,47,55
Pershing Square North,2026-08-20T01:59:00,7,53,60
E 47 St & Park Ave,2026-08-20T01:59:00,5,35,40
Broadway & W 41 St,2026-08-20T01:59:00,1,44,45
W 33 St & 7 Ave,2026-08-20T01:59:00,10,40,50
6 Ave & W 33 St,2026-08-20T01:59:00,5,30,35
E 43 St & Vanderbilt Ave,2026-08-20T01:59:00,7,33,40
W 45 St & 6 Ave,2026-08-20T01:59:00,9,26,
W 21 St & 6 Ave,2026-08-20T01:59:00,24,21,45
8 Ave & W 31 St,2026-08-20T01:59:00,32,18,50
W 20 St & 11 Ave,2026-08-20T01:59:00,17,13,30
W  26 St & 8 Ave,2026-08-20T01:59:00,19,16,35
W 17 St & 8 Ave,2026-08-20T01:59:00,23,17,40
9 Ave & W 22 St ,2026-08-20T01:59:00,21,9,30
Broadway & E 14 St,2026-08-20T01:59:00,48,2,50
Lafayette St & E 8 St,2026-08-20T01:59:00,43,2,45
E 17 St and Broadway,2026-08-20T01:59:00,35,5,40
University Pl & E 14 St,2026-08-20T01:59:00,35,0,35
Carmine St & 6 Ave,2026-08-20T01:59:00,30,0,30
Christopher St & Greenwich St,2026-08-20T01:59:00,27,3,30
E 7 St & Avenue A,2026-08-20T01:59:00,33,2,35
West St & Chambers St,2026-08-20T01:59:00,15,30,45
South End Ave & Liberty St,2026-08-20T01:59:00,23,12,35
vesey pl & river terrace,2026-08-20T01:59:00,21,19,40
cleveland pl & spring st,2026-08-20T01:59:00,1,34,35
Broadway & Battery Pl,2026-08-20T01:59:00,30,10,40
1 Ave & E 68 St,2026-08-20T01:59:00,28,12,40
e 72 st & york ave,2026-08-20T01:59:00,22,13,35
Lexington Ave & E 63 St,2026-08-20T01:59:00,32,3,35
E 75 St & 3 Ave,2026-08-20T01:59:00,16,14,
W 41 St & 8 Ave,2026-08-20T02:59:00,8,47,55
Pershing Square North,2026-08-20T02:59:00,6,54,60
E 47 St & Park Ave,2026-08-20T02:59:00,5,35,40
Broadway & W 41 St,2026-08-20T02:59:00,0,45,45
W 33 St & 7 Ave,2026-08-20T02:59:00,10,40,50
6 Ave & W 33 St,2026-08-20T02:59:00,5,30,35
E 43 St & Vanderbilt Ave,2026-08-20T02:59:00,7,33,
W 45 St & 6 Ave,2026-08-20T02:59:00,9,26,35
W 21 St & 6 Ave ,2026-08-20T02:59:00,24,21,45
8 Ave & W 31 St,2026-08-20T02:59:00,33,17,50
W 20 St & 11 Ave,2026-08-20T02:59:00,17,13,30
W 26 St & 8 Ave ,2026-08-20T02:59:00,20,15,35
W 17 St & 8 Ave,2026-08-20T02:59:00,23,17,40
9 Ave & W 22 St,2026-08-20T02:59:00,22,8,30
Broadway & E 14 St,2026-08-20T02:59:00,48,2,50
lafayette st & e 8 st,2026-08-20T02:59:00,44,1,45
E 17 St & Broadway,2026-08-20T02:59:00,37,3,40
University Pl & E 14 St,2026-08-20T02:59:00,35,0,35
Carmine St & 6 Ave,2026-08-20T02:59:00,30,0,30
Christopher St & Greenwich St,2026-08-20T02:59:00,27,3,30
E 7 St & Avenue A,2026-08-20T02:59:00,34,1,
West St & Chambers St,2026-08-20T02:59:00,16,29,45
South End Ave & Liberty St,2026-08-20T02:59:00,24,11,35
Vesey Pl & River Terrace,2026-08-20T02:59:00,21,19,40
Cleveland Pl & Spring St,2026-08-20T02:59:00,1,34,35
Broadway & Battery Pl,2026-08-20T02:59:00,30,10,40
1 Ave & E 68 St ,2026-08-20T02:59:00,27,13,40
E 72 St & York Ave,2026-08-20T02:59:00,22,13,35
Lexington Ave & E 63 St,2026-08-20T02:59:00,33,2,35
E 75 St & 3 Ave,2026-08-20T02:59:00,15,15,30
W 41 St & 8 Ave,2026-08-20T03:59:00,26,29,55
Pershing Square North,2026-08-20T03:59:00,24,36,60
E 47 St & Park Ave,2026-08-20T03:59:00,18,22,
Broadway & W 41 St,2026-08-20T03:59:00,20,25,45
W 33 St & 7 Ave,2026-08-20T03:59:00,29,21,50
6 Ave & W 33 St,2026-08-20T03:59:00,16,19,35
E 43 St & Vanderbilt Ave,2026-08-20T03:59:00,18,22,40
W 45 St & 6 Ave,2026-08-20T03:59:00,19,16,35
W 21 St & 6 Ave,2026-08-20T03:59:00,23,22,45
8 Ave & W 31 St,2026-08-20T03:59:00,21,29,50
W 20 St & 11 Ave,2026-08-20T03:59:00,17,13,30
W 26 St & 8 Ave,2026-08-20T03:59:00,17,18,35
W 17 St & 8 Ave,2026-08-20T03:59:00,25,15,40
9 Ave & W 22 St,2026-08-20T03:59:00,14,16,30
Broadway & E 14 St,2026-08-20T03:59:00,24,26,
Lafayette St & E 8 St,2026-08-20T03:59:00,23,22,45
E 17 St & Broadway,2026-08-20T03:59:00,23,17,40
university pl & e 14 st,2026-08-20T03:59:00,20,15,35
